"ID_org","organization name","Address","Postal Code","City","Country"
"Row3431","Berkel Bike Bvberkelbike Promeken","Nieuwstraat 37",,"Sint Michielsgestel","NL"
"Row3432","Berkem Developpement","Rue Saint Dominique 115",,"Paris","FR"
"Row3433","Berkenhoff Gmbh","Berkenhoffstraße 14",,"Heuchelheim","DE"
"Row3438","Berliner Elektronenspeicherring-gesellschaft Fuer Synchrotronstrahlung Gmbh","Albert-einstein-str.",,"Berlin","DE"
"Row344","Acebi Sas","Route D'anetz",,"Saint Herblon","FR"
"Row3441","Berliner Verkehrsbetriebe","Holzmarkt Strasse 15-17",,"Berlin","DE"
"Row3442","Berliner Wasserbetriebe","Neue Juedenstrasse 1",,"Berlin","DE"
"Row3444","Bermeltec Bv","Marconiweg 17",,"Zeewolde","NL"
"Row3445","Bernd Siegfried Willy Birkicht","Im Pfarracker 17/1",,"Grossbottwar","DE"
"Row3448","Bernex Bimetallic Sro","Evropska 861",,"Modrice","CZ"
"Row3449","Bernhard-nocht-institut Fuer Tropenmedizin","Bernhard Nocht Strasse 74",,"Hamburg","DE"
"Row345","Aceites Malagon Sl","Glorieta 23 De Junio",,"Malagon","ES"
"Row3450","Beroepsvereniging Van De Handelaarsin Graangewassen En Andere Landbouwproducten Vzw","Gasthuisstraat 31",,"Brussels","BE"
"Row3451","Beroepsvereniging Van De Mengvoederfabrikanten Vzw","Gasthuisstraat",,"Brussels","BE"
"Row3452","Berry Environmental Ltd","Squires Bridge Road",,"Shepperton","GB"
"Row3453","Bersch & Fratscher Gmbh","Seligenstraedter Strasse",,"Karlstein","DE"
"Row3456","Beru F1 Systems Limited","Technical Centre, Owen Road",,"Diss","GB"
"Row3457","Berufsgenossenschafliches Universitaetsklinikum Bergmannsheil Gmbh","Buerkle-de-la-camp-platz 1",,"Bochum","DE"
"Row3460","Besel S.A","Paseo General Martinez Campos",,"Madrid","ES"
"Row3462","Best Wool Carpets B.V.","Sportlaan 32",,"Best","NL"
"Row3463","Bestec Gmbh","Carl-scheele-strasse 14",,"Berlin","DE"
"Row3464","Beta Insaat Turizm Ziraat Tarim Sulama Fidancilik Hayvancilik Ve Gidasanayii Ve Ticaret Limited Sirketi","Resatbey Mahallesi Ordu Caddesi",,"Adana","TR"
"Row3465","Beta Renowable Group Sl","Avenida Jardin Botanico 1345 Zona Intra Oficina 5",,"Gijon","ES"
"Row3466","Beta Technology Ltd","Barclay Court, Doncaster Carr",,"Doncaster","GB"
"Row3467","Beta-cell","Researchpark Z.1. 310",,"Zellik","BE"
"Row3469","Betak Sa","Strada Industriei 4",,"Bistrita","RO"
"Row347","Aci Ecotec Gmbh","Albring 18",,"Zimmern Ob Rottweil","DE"
"Row3471","Betatech","Rue D Apollo Z.A. De Montredon",,"La Union","FR"
"Row3472","Betelgeux Sl","Paseo Germanias 22 Planta 4",,"Gandia Valencia","ES"
"Row3474","Beton-lucko Doo","Puskariceva Lucko 1b",,"Zagreb","HR"
"Row3476","Betronic Solutions Bv","Pedro De Medinalaan 11",,"Amsterdam","NL"
"Row3477","Better Place Denmark A/s","Enigheden, Lygten",,"Kobenhavn","DK"
"Row3479","Better3fruit Nv","Willem De Croylaan 42",,"Heverlee","BE"
"Row348","Aci-ecotec Gmbh & Co. Kg","Albring 18",,"St. Georgen","DE"
"Row3480","Bevel Ab","Fleminggatan 62 B",,"Stockholm","SE"
"Row3481","Bexco Nv","Industriepark Zwaarveld 25",,"Hamme","BE"
"Row3483","Bfm Ltd","Harcourt Street 30",,"London","GB"
"Row3485","Bg Baltija Uab","Inkaro G 9",,"Kaunas","LT"
"Row3486","Bg H2 Society Sdruzhenie","Kliment Ohridski Boulevard 8",,"Sofia","BG"
"Row3487","Bg Ingenieurs Conseils Sas","Boulevard Hippolyte Marques 1, Immeuble Metrosud",,"Ivry Sur Seine","FR"
"Row3488","Bg Mimarlik Musavirlik Limited Sirketi","Asmalimescit Istiklal Caddesi Suriye Pasaji 166/49 K 5 D 49-66 Beyoglu",,"Istanbul","TR"
"Row3489","Bg Production Sp Zoo","Wieniotowo 67",,"Ustronie Morski","PL"
"Row349","Acib Gmbh","Petersgasse 14",,"Graz","AT"
"Row3490","Bgator Oy","Hermiankatu 6-8",,"Tampere","FI"
"Row3491","Bgi Europe Institute Fond","Ole Maaloes Vej 3",,"Kobenhavn","DK"
"Row3492","Bh Industries Project Spolka Z Ograniczona Odpowiedzialnoscia","Raclawicka 131/35",,"Warszawa","PL"
"Row3493","Bhabha Atomic Research Centre Department Of Atomic Energy","Trombay",,"Mumbai","IN"
"Row3495","Bhr Group Limited","The Fluid Engineering Centre Wharley End",,"Cranfield","GB"
"Row3496","Bi Business Intelligence Gmbh","August Bebel Strasse",,"Leipzig","DE"
"Row3497","Bia Separations Doo","Mirce 21",,"Ajdovscina","SI"
"Row3498","Biaffin Gmbh & Co Kg","Heinrich Plett Strasse",,"Kassel","DE"
"Row3499","Bial Industrial Farmaceutica S.A.","Alameda Urquijo",,"Bilbao","ES"
"Row35","3d Scanners Uk Ltd","The Technocentre, Park Puma Way",,"Coventry","GB"
"Row3500","Biametrics Gmbh","Auf Der Morgenstelle",,"Tuebingen","DE"
"Row351","Acies Bio Biotehnoloske Raziskave In Razvoj Doo","Tehnoloski Park 21",,"Ljubljana","SI"
"Row3516","Biboaqua Sl","Plaza Europa Esc 4 Planta 5 Puerta T 9",,"Calahorra La Rioja","ES"
"Row352","Acies Consulting Group Sas","Rue De La Rã©publique 69",,"Lyon","FR"
"Row3520","Biciklistickog Kluba Bicikl","Ulica Kaktusa",,"Zagreb","HR"
"Row3521","Bicoll Gmbh","Richard Riemerschmid Allee 27",,"Munich","DE"
"Row3523","Bict Srl","Via Crema 72",,"Bagnolo Cremasco","IT"
"Row3526","Biessse Tape Solutions Spa","Via Luigi Galvani",,"Sedriano","IT"
"Row3528","Bigadan As","Vroldvej 168",,"Skanderborg","DK"
"Row353","Acies Sas","69 Rue De La Rã©publique",,"Lyon","FR"
"Row3530","Bigdna Ltd","Wallace Building Roslin Biocentre Roslin",,"Midlothian","GB"
"Row3533","Bila Tserkva National Agrarian University","Pl. Soborna",,"Bila Tserkva Kievska Oblast","UA"
"Row3535","Bilbobul Ood","Tsarkovna Nezavisimost Str 3 Fl5",,"Ruse","BG"
"Row3536","Bildu Lan Sociedad Cooperativa","Carretera De Pamplona Huesca Km 9",,"Torres De Elorz","ES"
"Row3538","Bilkent Ãniversitesi","Eskisehir Yolu 8 Km",,"Ankara","TR"
"Row354","Aciturri Metallic Parts Sl","Calle Ayuelas P 22",,"Miranda De Ebro","ES"
"Row3541","Billund Aquakulturservice Aps","Kløvermarken 27",,"Billund","DK"
"Row3542","Bilmed Bilgisayar Ve Yazilim As","Saniye Ermutlu Sok. Kozyatagi Kadikoy 12",,"Istambul","TR"
"Row3543","Bimatec-soraluce Frastechnologie","In Den Fritzenstucker",,"Limburg A. D. Lahn","DE"
"Row3544","Bimex Engineering Sa","Sqacademic Petar Dinekov",,"Plovdiv","BG"
"Row3545","Bimtas Bogazici Peyzaj Insaat Musavirlik Teknik Hizmetler Sanayi Ticaret Anonim Sirketi","Mesrutiyet Cad Eski Tuyap Binasi 50 Tepebasi",,"Beyoglu Istanbul","TR"
"Row3546","Binary Bio Ab","Stureplan 15",,"Stockholm","SE"
"Row3548","Bio Aceites Del Sur Sl","Camino De Torre Del Campo Parcela 58",,"Mengibar Jean","ES"
"Row3549","Bio Base Europe Pilot Plant Vzw","Rodenhuizekaai",,"Gent","BE"
"Row3552","Bio Fruit Advies Bv","Dorpsstraat 32",,"Zoelmond","NL"
"Row3553","Bio Fuel Systems S.A.","Cl Sevilla 6-8",,"San Vicente Del Raspeig","ES"
"Row3554","Bio Intelligence Service Sa","Villa Deshayes",,"Paris","FR"
"Row3555","Bio On Srl","Via Dante Alighieri 7b",,"San Giorgio Di Piano","IT"
"Row3556","Bio Optical Detection Sl","Calle Jose Maria De Pereda 36",,"Madrid","ES"
"Row3557","Bio Suisse","Margarethenstrasse 87",,"Basel","CH"
"Row3558","Bio-ferm, Biotechnologische Entwicklung Und Produktion Gmbh","Konrad Lorenz Strasse 20",,"Tulln","AT"
"Row3559","Bio-genezis Környezetvédelmi Kft.","Martirok Tere",,"Nyiregyhaza","HU"
"Row356","Acobiom","1682 Rue De La Valsiere Cap Delta Zac Euromedecine Ii",,"Grabels","FR"
"Row3560","Bio-hyos Ab","Virdings Alle",,"Uppsala","SE"
"Row3561","Bio-iliberis Research And Development","Avenida De La Innovaciã³n 1, Parque Tecnolã³gico De Ciencias De La Salud",,"Granada","ES"
"Row3562","Bio-images Research Limited","Castle Street 84 Bio Imaging Centre Basement Medical Block Within Glasgow Royal Infirmary",,"Glasgow","GB"
"Row3563","Bio-kinetic Europe Limited","Great Victoria Street 14",,"Belfast","IE"
"Row3564","Bio-logic","Rue De L'europe 1",,"Claix","FR"
"Row3565","Bio-prodict Bv","Castellastraat 116",,"Nijmegen","NL"
"Row3566","Bio-sense Bvba","Elisabethlaan 68",,"Aarschot","BE"
"Row3567","Bio-sep Limited","Clapton Revel Wooburn Moor",,"High Wycombe","GB"
"Row3568","Bio-technopark Schlieren-zurich Verein","Wagistrasse 23",,"Schlieren","CH"
"Row3569","Bio-vac Espana Sa","Benjamin Franklin Parque Tecnologico",,"Paterna-valencia","ES"
"Row357","Acondaqua Ingenieria Del Agua Sl","Calle Santos De La Piedra 2",,"Betera Valencia","ES"
"Row3570","Bio-xtal Sarl","Route De La Chapelle 227",,"Mundolsheim","FR"
"Row3571","Bio/ Techologies, Innovations, Researches Ltd","Leninskie Gory",,"Moscow","RU"
"Row3572","Bioactive Foods As","Hoslegata 3",,"Bakkestua","NO"
"Row3573","Bioactor Bv","Oxfordlaan",,"Maastricht","NL"
"Row3574","Bioaesis Srl","Via Rocco Scotellaro 1a",,"Jesi","IT"
"Row3576","Bioagricoop Scrl","Via Miliani 7",,"Bologna","IT"
"Row3577","Bioalimenta Srl","Zona Industriale Sn",,"Fara San Martino","IT"
"Row3578","Bioalvo S.A.","Edifício Icat, Campus Da Fcul, Campo Grande",,"Lisbon","PT"
"Row3579","Bioapter Sociedad Limitada","Calle Formentera Edificio Las Rozas Local 5 3",,"Las Rozas De Madrid","ES"
"Row358","Acondicionamiento Tarrasense Associacion","Carrer De La Innovacio",,"Terrassa","ES"
"Row3580","Bioaster Fondation De Cooperation Scientifique","Avenue Jean Jaures 321 Batiment Domilyon",,"Lyon","FR"
"Row3581","Bioatlantis","Kerry Technology Park",,"Tralee","IE"
"Row3582","Bioazul","Avenida Juan Lopez Penalver",,"Campanillas","ES"
"Row3583","Biobag International As","Hovsveien 8",,"Askim","NO"
"Row3584","Biobase Gmbh","Halchtersche Strasse 33",,"Wolfenbuttel","DE"
"Row3585","Biobased Europe Limited","Caledonian Road Lochshore Industrial Estate Unit 1 Block 7 Glengarnock",,"Beith","GB"
"Row3586","Biobasic Environnement Sarl","Biopole Clermont Limagne",,"Saint Beauzire","FR"
"Row3587","Biobest Belgium Nv","Ilse Velden 18",,"Westerlo","BE"
"Row3588","Biobide S.L.","Paseo Mikeletegi 58",,"San Sebastian","ES"
"Row3589","Biobridge Limited","St. Barnabas Road",,"Cambridge","GB"
"Row359","Aconite Internet Solutions Limited","Richmond Avenue South",,"Dublin","IE"
"Row3590","Biobserve Gmbh","Koenigswinterer Str. 418",,"Bonn","DE"
"Row3591","Biobyte Solutions Gmbh","Bothestrasse 142",,"Heidelberg","DE"
"Row3592","Biocampus Straubing Gmbh","Europaring 4",,"Straubing","DE"
"Row3593","Biocartis Nv","Generaal De Wittelaan 11b",,"Mechelen","BE"
"Row3594","Biocartis Sa","Epfl Quartier De L Innovation - Building G",,"Lausanne","CH"
"Row3596","Bioceros Bv","Yalelaan 46",,"Utrecht","NL"
"Row3597","Biocev Z.S.P.O.","K Vyzkumnym Ustavum 1/1083",,"Praha","CZ"
"Row3598","Biochemiches Institut Fur Umweltcarcinogene Prof. Dr. Gernot Grimmer Stiftung","Lurup",,"Grosshansdorf","DE"
"Row3599","Biochemize Sl","Calle De La Innovacio 2",,"Terrassa","ES"
"Row360","Acontrol-automacao E Controle Industrial Lda","Parque Empresarial De Eiras Lote 5",,"Coimbra","PT"
"Row3600","Biochemtex Spa","Strada Ribrocca 11",,"Tortona","IT"
"Row3601","Bioclear Bv","Rozenburglaan 13",,"Groningen","NL"
"Row3602","Bioclimate Research And Development Limited","Liberton Brae 18 B Tower Mains",,"Edinburgh","GB"
"Row3603","Biocom","Lutzowstrasse 33-36",,"Berlin","DE"
"Row3604","Biocombustibles De Guatemala Sociedad Anonima","Calle 10-31 Zona 10",,"Guatemala","GT"
"Row3605","Biocompostajes Espanoles Sl","Ctra Medina Del Campo A Velascalvaro",,"Velascalvaro Valladolid Castilla Leon","ES"
"Row3606","Biocomputing Platforms Ltd Oy","Tekniikantie 14",,"Espoo","FI"
"Row3607","Biocomunica't","Calle Entenca 190 Puerta",,"Barcelona","ES"
"Row3608","Biocon Valley Gmbh","Walther-rathenau-str. 49a",,"Greifswald","DE"
"Row3609","Bioconnect Ltd","Farnogue Park 14",,"Wexford","IE"
"Row361","Acorde Securidad Sl","Calle Albert Einstein",,"Santander","ES"
"Row3610","Biocontract Sp Zoo","Ulica Zambrowska 36",,"Poznan","PL"
"Row3611","Biocontrol Limited","George Street 79",,"Isle Of Wight","GB"
"Row3612","Bioconversion Technologies Ltd","Frimley Green Road 263",,"Camberley","GB"
"Row3613","Biocop Productos Biologicos S.A.","Puigmal",,"Llica De Vall","ES"
"Row3614","Biocrates Life Sciences Ag","Eduard Bodem Gasse 8 1 Stock",,"Innsbruck","AT"
"Row3615","Biocult Bv","Niels Bohrweg 11-13",,"Leiden","NL"
"Row3616","Biodetection Systems B V","Kruislaan",,"Amsterdam","NL"
"Row3617","Biodevice Systems Sro","Amforova Stodulky",,"Praha","CZ"
"Row3618","Biodiesel Castilla La Mancha Sl","Estacion Ffcc Santa Olalla S/n",,"Santa Olalla Toledo","ES"
"Row3619","Biodigital Limited","Unit 19 Royds Enterprise Park, 20, Future Fields",,"Bradford","GB"
"Row3620","Biodiversity Spa","Via Corfu 71",,"Brescia","IT"
"Row3621","Bioenergy 2020+ Gmbh","Inffeldgasse",,"Graz","AT"
"Row3622","Bioenergy Maasland Bv","Wildseweg",,"Maren Kessel","NL"
"Row3623","Bioesplora Srl","Via Della Repubblica",,"San Michele Salentino","IT"
"Row3624","Biofaction Kg","Grundsteingasse",,"Wien","AT"
"Row3625","Biofarmitalia Spa","Via Egadi",,"Milano","IT"
"Row3626","Biofilm Control Sas","Biopole Clermont Limagne",,"Saint Beauzire","FR"
"Row3628","Biofordrug Srl","Via Edoardo Orabona 4 Dip Farmaco Chimico Univ Bari",,"Bari","IT"
"Row3629","Bioframe As","Sigvat Skaldsveg 12",,"Haugesund","NO"
"Row363","Acorn Project Management Ltd","Coursing Batch",,"Glastonbury","GB"
"Row3630","Biofuels Wales Ltd","Battle House, Battle",,"Breacon, Powys","GB"
"Row3631","Biofyzikalni Ustav Akademie Ved Ceske Republiky","Kralovopolska",,"Brno","CZ"
"Row3632","Biogas Fuel Cell, Sa","Calle Ada Byron 107 1 Izq Parque 82",,"Gijon","ES"
"Row3633","Biogasol Aps","Lautrupvang 2a",,"Ballerup","DK"
"Row3634","Biogastechnology V B T S Gmbh & Cokg","Deutscher Platz 5",,"Leipzig","DE"
"Row3635","Biogazelle","Kruishoutemstraat 57",,"Zulte","BE"
"Row3636","Biogem Scarl","Via Camporeale, Area P.I.P.",,"Ariano Irpino","IT"
"Row3638","Biogents Ag","Weissenburgstrasse 22",,"Regensburg","DE"
"Row364","Acoucite","Rue St Michel 24",,"Lyon","FR"
"Row3640","Biogold Ou","Lossi",,"Tallinn","EE"
"Row3642","Bioimerosin Laboratories S.A.","9th Km Thessaloniki - Thermi",,"Thessaloniki","EL"
"Row3643","Bioindustry Park Silvano Fumero Spa","Via Ribes 5",,"Colleretto Giacosa","IT"
"Row3644","Bioinfobank Institute","Limanowskiego",,"Poznan","PL"
"Row3645","Bioingenieria Medioambiental Sl","Calle Ildefonso Sanchez Del Rio",,"Pola De Siero","ES"
"Row3646","Bioingenium Sl","Baldiri Reixac 15",,"Barcelona","ES"
"Row3647","Bioinnova Proyectos Sostenibles, S.L.","Avda. De Los Castros 36-1a",,"Santander","ES"
"Row3648","Bioinvent International Ab","Soelvegatan 41",,"Lund","SE"
"Row3649","Bioinvision Inc","Beta Drive 781 Ste E",,"Mayfield Village Oh","US"
"Row365","Acousia Therapeutics Gmbh","Sindelfinger Strasse 3",,"Tuebingen","DE"
"Row3652","Biokol Lilliestrale & Co","Sibyllegatan 53 - 1tr",,"Stockholm","SE"
"Row3653","Biolab Española De Análisis E Investigación Sl","Parc Cientific De Barcelona, Calle Baldiri Reixac 4-6",,"Barcelona","ES"
"Row3654","Biolin Scientific Oy","Hoylaamotie 7",,"Helsinki","FI"
"Row3655","Biolitec Ag","Winzerlaer Straße 2",,"Jena","DE"
"Row3656","Biolog Biotechnologie Und Logistik Gmbh","Max Planck Ring 45",,"Landsberg","DE"
"Row3657","Biolog Life Science Institute, Forschungslabor Und Biochemica- Vertrieb Gmbh","Flughafendamm 9a",,"Bremen","DE"
"Row3658","Biological Farming Association Elkana","Gazapkhuli Street 3rd Plot 16",,"Tbilisi","GE"
"Row3659","Biologicke Centrum Akademie Vid Ceske Republiky Verejna Vyzkumna Instituce","Branisovska 31",,"Ceske Budejovice","CZ"
"Row366","Acoustic Control Acl Ab","Tumstocksvagen 1",,"Taby","SE"
"Row3660","Biologicke Centrum Av Cr, V. V. I.","Branisovska",,"Ceske Budejovice","CZ"
"Row3662","Biolution Gmbh","Helmut Qualtinger Gasse 2/2",,"Wien","AT"
"Row3663","Biolytix Ag","Benkenstrasse 254",,"Witterswil","CH"
"Row3664","Biomar A/s","Kogle Alle 2",,"Brande","DK"
"Row3665","Biomar Group As","Vaerkmestergade 25,6",,"Arhus C","DK"
"Row3666","Biomarker Design Forschungs Gmbh","Divischgasse 4",,"Vienna","AT"
"Row3668","Biomasa Térmica De Navarra S.L.","Pol. Ind Rocaforte B14",,"Sangüesa","ES"
"Row3669","Biomass Research Bv","Van Hoffenlaan 54",,"Bennekom","NL"
"Row367","Acoustic Grg Products Ltd","Romney Place 12",,"Maidstone","GB"
"Row3670","Biomasse - Kraftwerk Guessing Gmbh Und Co. Kg","Europastrasse 1",,"Guessing","AT"
"Row3671","Biomatech Sas","Rue Pasteur - Zi De L'islon",,"Chasse Sur Rhone","FR"
"Row3672","Biomatlante Sas","Rue Edouard Belin - Za Des Iv Nations 5",,"Vigneux De Bretagne","FR"
"Row3674","Biomay Ag","Lazarettgasse 19",,"Wien","AT"
"Row3675","Biomech Technologies International Limited","Earls Road 93",,"Nuneaton","GB"
"Row3676","Biomed Central Limited","Cleveland Street, Middlesex House",,"Wt lb","GB"
"Row3677","Biomedal Sl","Cuba",,"Sevilla","ES"
"Row3678","Biomedcode Ellas Anonimi Eteria Epistimonikis Kai Texnologikis Erevnaskai Emborikis Ekmetallefsis Epharmogon Iatrikis","Alexander Fleming Street",,"Vari","EL"
"Row3679","Biomedical Research Foundation, Academy Of Athens","Soranou Efesiou 4",,"Athens","EL"
"Row368","Acoustic Technologies Sa","Avenue Brugmann 215",,"Bruxelles","BE"
"Row3681","Biomedical Sciences Institutes Limited By Guarantee","Biopolis Way 20",,"Singapore","SG"
"Row3684","Biomediq As","Fruebjergvej 3",,"Kobenhavn","DK"
"Row3685","Biomer","Forst-kasten-str.",,"Krailling","DE"
"Row3686","Biomer Technology Ltd","Seymour Court 10 Manor Park",,"Runcorn","GB"
"Row3687","Biomerieux Sa","Chemin De L'orme",,"Marcy L'Etoile","FR"
"Row3689","Biomet Deutschland Gmbh","Gustav-krone-strasse 2",,"Berlin","DE"
"Row369","Acousticview Ltd","Eliyahu Hakim Str 14 - Suite 32",,"Tel Aviv","IL"
"Row3690","Biometrika Srl","Via Monte Santo 21",,"Forli","IT"
"Row3692","Biomim-greenloop Sa","Rue D'alost",,"Brussels","BE"
"Row3693","Biomin Holding Gmbh","Industriestrasse 21",,"Herzogenburg","AT"
"Row3694","Biomixanika Vafia Finiristiria Pliniria Ermhs A. Itimoydis","Oraiokstroy Odos 5o Km Palaias",,"Thessaloniki","EL"
"Row3695","Biomodics Aps","Stengards Alle",,"Kgs. Lyngby","DK"
"Row3696","Biomol-informatics Sl","Calle Faraday -parque Cientifico- 7",,"Madrid","ES"
"Row3699","Biomotif Ab","C/o Wanning, Kometvägen 17",,"Stockholm","SE"
"Row3700","Bionactis International Group (big)sa","Route De L Ile Au Bois 1 A",,"Monthey","CH"
"Row3701","Bionanonet Forschungsgesellschaft Mbh","Elisabethstrasse 9-11",,"Graz","AT"
"Row3702","Bionanovate Limited","Holy Rood Close Unit 4 K&b Estate Creekmoor",,"Poole","GB"
"Row3703","Biondvax Pharmaceuticals Ltd","Einstein Street 14",,"Nes Ziona","IL"
"Row3704","Bioneedle Technologies Group Bv","Garonnelaan 10",,"Eindhoven","NL"
"Row3705","Bionet Servicios Tecnicos Sl","Avenida Azul Parcela 2 11 2",,"Fuente Alamo De Murcia","ES"
"Row3706","Bionethos Innovation Gmbh","Krankenhausstrasse 7",,"Parthenstein-klinga","DE"
"Row3707","Bionica Tech Srl","Corso Germano Sommeiller 32",,"Torino","IT"
"Row3708","Bioniqs Limited","York Science Park, Biocentre",,"York","GB"
"Row3709","Bionor Transformacion Sa","Poligono Industrial Lacorzanilla Lz-2 Parcela 9",,"Berantevilla Alava","ES"
"Row371","Acp-information Technology Gmbh","Europastrasse",,"Villach","AT"
"Row3710","Bionorica Research Gmbh","Mitterweg 24",,"Innsbruck","AT"
"Row3711","Biontech Ag","Holderlinstrasse 8",,"Mainz","DE"
"Row3712","Bionure Farma Sl","Calle Dalmases 27 Local 1",,"Barcelona","ES"
"Row3713","Bioorganic Research And Services Sa","Av Desarrollo Tecnológico 11",,"Jerez De La Frontera","ES"
"Row3714","Biopac (uk) Limited","Aintree Road Units 19 & 20 Keytec Business Park",,"Pershore","GB"
"Row3715","Biopharma Process Systems Ltd","Winnall Valley Road",,"Winchester","GB"
"Row3717","Bioplanta Gmbh","Deutscher Platz 5",,"Leipzig","DE"
"Row3718","Bioplastech Ltd","Cashel Road Unit 9 Block C Cashel Business Centre",,"Dublin","IE"
"Row3719","Bioplastics Bv","Rotscherweg 61",,"Landgraaf","NL"
"Row3720","Biopolis Sl","Calle Catedratico Agustin Escardino 9",,"Paterna","ES"
"Row3721","Biopoplar Iberica Sociedad Limitada","Calle Guell - Edificio Cinc 58",,"Girona","ES"
"Row3722","Biopredic International Sarl","Parc D'activite De La Breteche Batiment A4",,"Saint Gregoire","FR"
"Row3723","Biopredictive","Rue Du Bac 40",,"Paris","FR"
"Row3724","Bioprocess Pilot Facility Bv","Alexander Fleminglaan 1",,"Delft","NL"
"Row3725","Bioprosperity Symbouloi Epikheironepe","Polemiston 5",,"Argyroupoli","EL"
"Row3726","Bioreba Ag","Christoph Merian Ring 7",,"Reinach","CH"
"Row3727","Biorefinery.De Gmbh","Kantstrasse 55",,"Potsdam","DE"
"Row3728","Biorem Aps","Hvedemarken 6",,"Lystrup","DK"
"Row3729","Biorem Engineering Bvba","Technologiepark 30c",,"Gent Zwijnaarde","BE"
"Row373","Acqualatina Spa","Viale Pier Luigi Nervi Centro C Le",,"Latina","IT"
"Row3730","Biorep Srl","Galleria Passarella 2",,"Milano","IT"
"Row3731","Biorics Nv","Technologielaan 3",,"Heverlee","BE"
"Row3732","Biorigen S.R.L.","Via De Marini",,"Genova","IT"
"Row3733","Biorigin Scandinavia As","Arbinsgate 4",,"Oslo","NO"
"Row3734","Bioro Nv","Moervaartkaai 1",,"Gent","BE"
"Row3735","Bios Agrosystems Sa","Thessaloniki Industrial Area, Entrance B",,"Sindos","EL"
"Row3736","Bios Bioenergiesysteme Gmbh","Inffeldgasse 21b",,"Graz","AT"
"Row3739","Bioscience Network Limited","Easter Bush",,"Roslin","GB"
"Row374","Acquifer Ag","Sophienstrasse 136",,"Karlsruhe","DE"
"Row3741","Biosensia Limited","Mardyke Parade",,"Cork","IE"
"Row3743","Biosensores, S.L.","Ausias March 1",,"Moncofar","ES"
"Row3744","Biosistemika, Raziskave In Razvoj Doo","Tehnoloski Park 24",,"Ljubljana","SI"
"Row3745","Bioskiva As","N/a",,"Opphaug","NO"
"Row3746","Biospace Lab Sa","Rue Mercoeur 10",,"Paris","FR"
"Row3747","Biosparq Bv","Galileiweg 8",,"Leiden","NL"
"Row3748","Biospine Implants","Avenue De Canteranne 33",,"Pessac","FR"
"Row3749","Biospring Gesellschaft Fur Biotechnologie Mbh","Alt-fechenheim 34",,"Frankfurt Am Main","DE"
"Row3750","Biostor Ireland Limited","Kilrane Business Park",,"Rosslare Harbour","IE"
"Row3751","Biosurfit Sa","Centro Empresarial De Aveiro",,"Aveiro","PT"
"Row3753","Biosyntia Aps","Kogle Alle 6",,"Horsholm","DK"
"Row3755","Biosystems Engineering Limited","Belfield Innovation Park Belfield Nova Ucd",,"Dublin","IE"
"Row3756","Biotalentum Tudasfejleszto Kft","Aulich Lajos Utca",,"Goedoello","HU"
"Row3757","Biotecgen Srl","Via Leuca 174",,"Lecce","IT"
"Row3758","Biotech Consultants Limited","Frimley Green Road 263 Frimley Green",,"Camberley Surrey","GB"
"Row3759","Biotech International","Allees De Craponne",,"Salon De Provence","FR"
"Row376","Acram Srl","Località Pigna 13",,"Sant'ambrogio Di Valpolicella","IT"
"Row3760","Biotech Surindo Pt","Jala Pelabuhan Perikanan Komplek Pelabuhan Perikanan Kejawanan 1",,"Cirebon","ID"
"Row3761","Biotechmarine","Zone Industrielle De Quemper Guezennec",,"Pontrieux","FR"
"Row3762","Biotechnologicky Ustav Av Cr Vvi","Videnska",,"Praha","CZ"
"Row3763","Biotechnologijos Institutas","Graiciuno 8",,"Vilnius","LT"
"Row3764","Biotechnology And Biological Sciences Research Council","Polaris House, North Star Avenue",,"Swindon","GB"
"Row3765","Biotechnology Power Srl Ingegneria Ed Impianti","Viale Aldo Moro 14",,"Torremaggiore","IT"
"Row3766","Biotechnology Research And Information Network Aktiengesellschaft","Darmstädter Straße 34-36",,"Zwingenberg","DE"
"Row3767","Biotecmarin Gmbh","Duesbergweg",,"Stuttgart","DE"
"Row3768","Biotecont Ltd","Finn U 1/1",,"Pecs","HU"
"Row3769","Biotehnos S. A.","Strada Gorunului",,"Otopeni","RO"
"Row3770","Biotempo - Consultoria Em Biotecnologia Lda","Avepark Edificio Spinpark, Zona Industrial Da Gandra",,"Caldas Das Taipas Guimaraes","PT"
"Row3771","Biotest Ag","Landsteiner Strasse 5",,"Dreieich","DE"
"Row3772","Biotest S.R.O.","Pod Zamkem",,"Konarovice","CZ"
"Row3773","Biotesys Gmbh","Schelztorstrasse 54-56",,"Esslingen","DE"
"Row3774","Biotez Berlin-buch Gmbh Biochemisch-technologisches Zentrum","Robert Rossle Strasse 10",,"Berlin","DE"
"Row3775","Biotmicrogen S.L.","Av. De La Innovaciã³n 1",,"Armilla","ES"
"Row3776","Biotop Sas","Avenue De La Grande Armee 83-85",,"Paris","FR"
"Row3777","Biotope Sarl","Boulevard Marechal Foch 22",,"Meze","FR"
"Row3778","Biotrack Srl","Via Einstein",,"Lodi","IT"
"Row3780","Biotrend - Inovacao E Engenharia Em Biotecnologia Sa","Biocant Park - Nucleo 4, Lote 2",,"Cantanhede","PT"
"Row3781","Biotricity Limited","Fitzwilliam Square 10",,"Dublin","IE"
"Row3783","Biotronics Ltd","Moreton Farm Barn Unit 1 Moreton",,"Leominster","GB"
"Row3784","Biotronik Se & Co. Kg","Woermannkehre 1",,"Berlin","DE"
